MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-5050029,OC1=N[CH]c2c3c1ccc1c3c(c(c2O)O)[CH]N=C1O.Oc1cc(ccc1C=Cc1ccc(c(c1)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc2c(O)cc3c4c2c(c1O)cc(c4c(c(c3O)C(=O)[O-])O)O.[Zn][Zn] MOFid-v1.pcu.cat1;5050029,0.26215,1.19501,2.12172,5.42091,7.87441,[Zn][Zn],"['OC1=N[CH]c2c3c1ccc1c3c(c(c2O)O)[CH]N=C1O', 'Oc1cc(ccc1C=Cc1ccc(c(c1)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc2c(O)cc3c4c2c(c1O)cc(c4c(c(c3O)C(=O)[O-])O)O']",3
hMOF-26490,Fc1c(F)c(F)c(c2c1nc1c(n2)c(F)c(c(c1F)F)F)F.Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1F.[O-]C(=O)c1cc2cc(F)c3c4c2c(c1)c(F)cc4cc(c3)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.371291,1.68621,2.82058,5.82739,7.76051,[Zn][Zn],"['Fc1c(F)c(F)c(c2c1nc1c(n2)c(F)c(c(c1F)F)F)F', 'Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1F', '[O-]C(=O)c1cc2cc(F)c3c4c2c(c1)c(F)cc4cc(c3)C(=O)[O-]']",3
hMOF-5045357,Nc1cc(N)c2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].Nc1nc2c(nc1N)c(N)cc(c2N)N.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;5045357,0.370567,1.38342,2.22866,4.13418,5.72899,[Zn][Zn],"['Nc1cc(N)c2c(c1)c(ccc2C(=O)[O-])C(=O)[O-]', 'Nc1nc2c(nc1N)c(N)cc(c2N)N', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])N']",3
hMOF-17210,CCOC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])OCC.CCOc1cnccn1.[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.263896,1.18503,2.08507,4.59891,6.22307,[Zn][Zn],"['CCOC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])OCC', 'CCOc1cnccn1', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",3
hMOF-17829,Fc1cc(C(=O)[O-])c(c(c1c1ccc(c(c1)F)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F.[O-]C(=O)c1ccc(c(c1)F)c1ccc(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn][Zn].n1ccc(cc1)c1ccc(cc1)c1ccncc1 MOFid-v1.pcu.cat3,0.363268,1.45588,2.33404,3.84392,4.68351,[Zn][Zn],"['Fc1cc(C(=O)[O-])c(c(c1c1ccc(c(c1)F)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F', '[O-]C(=O)c1ccc(c(c1)F)c1ccc(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-]', 'n1ccc(cc1)c1ccc(cc1)c1ccncc1']",3
hMOF-5035396,[O-]C(=O)C#CC#CC(=O)[O-].CCCOc1cnc2c(n1)cc(c(c2)OCCC)[O].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5035396,0.313707,1.3282,2.04125,4.45159,6.16464,[Zn][Zn],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'CCCOc1cnc2c(n1)cc(c(c2)OCCC)[O]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']",3
hMOF-22872,FC1=[C]C(=C(C(=N1)F)F)C1=CC=NC=[C]1.[O-]C(=O)C1=Cc2c(C(=[C]1)F)cc(cc2F)C(=O)[O-].[O-]C(=O)C1=Cc2c(C=[C]1)cc(c(c2F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.942164,2.38162,2.8861,4.82895,6.08615,[Zn][Zn],"['FC1=[C]C(=C(C(=N1)F)F)C1=CC=NC=[C]1', '[O-]C(=O)C1=Cc2c(C(=[C]1)F)cc(cc2F)C(=O)[O-]', '[O-]C(=O)C1=Cc2c(C=[C]1)cc(c(c2F)F)C(=O)[O-]']",3
hMOF-25896,N#Cc1cc(F)c(c(c1F)F)C#N.[O-]C(=O)c1cc2c(F)cc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1F)ccc4c(c(c3F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1,0.325687,1.47835,2.39763,6.56946,10.1354,[Zn][Zn],"['N#Cc1cc(F)c(c(c1F)F)C#N', '[O-]C(=O)c1cc2c(F)cc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1F)ccc4c(c(c3F)C(=O)[O-])F']",3
hMOF-5055157,Fc1cc2cncc3c2c2c1cncc2c(c3)F.[O-]C(=O)C1=[C]C(=C(C=C1F)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F)F.[O-]C(=O)C1=[C]c2c(F)c(F)c3c4c2c(=C1)c(F)cc4c(c(c3)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;5055157,0.733677,2.73305,3.9102,8.34599,10.9002,[Zn][Zn],"['Fc1cc2cncc3c2c2c1cncc2c(c3)F', '[O-]C(=O)C1=[C]C(=C(C=C1F)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F)F', '[O-]C(=O)C1=[C]c2c(F)c(F)c3c4c2c(=C1)c(F)cc4c(c(c3)C(=O)[O-])F']",3
hMOF-26657,Fc1nccc(c1)c1ccncc1.[O-]C(=O)C1=Cc2c(C=[C]1)cc(c1c2cc(F)c2c1cc(cc2F)C(=O)[O-])F.[O-]C(=O)C1=[C]C=C(C(=C1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.430319,1.8057,2.87645,5.49523,7.36948,[Zn][Zn],"['Fc1nccc(c1)c1ccncc1', '[O-]C(=O)C1=Cc2c(C=[C]1)cc(c1c2cc(F)c2c1cc(cc2F)C(=O)[O-])F', '[O-]C(=O)C1=[C]C=C(C(=C1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-]']",3
hMOF-24029,FOC(=O)c1c2[C]=CC(=Cc2c(c(c1F)F)C(=O)[O-])F.Fc1c(C#Cc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F.Fc1cc(C#Cc2cc(F)nc(c2F)F)cc(n1)F.[Zn][Zn] MOFid-v1.pcu.cat1,0.690398,2.62828,4.1134,6.40662,7.81359,[Zn][Zn],"['FOC(=O)c1c2[C]=CC(=Cc2c(c(c1F)F)C(=O)[O-])F', 'Fc1c(C#Cc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F', 'Fc1cc(C#Cc2cc(F)nc(c2F)F)cc(n1)F']",3
hMOF-5041860,NC1C(N)N2C(C(N1C(C2(N)N)(N)N)N)(N)N.[O-]C(=O)C12C(N)C(N)(N)C(CC1(N)N)(CC2(N)N)C(=O)[O-].[O-]C(=O)C12CC(N)C(C(C1)(N)N)(C(C2N)(N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5041860,0.525638,1.45664,2.14618,2.95574,3.08832,[Zn][Zn],"['NC1C(N)N2C(C(N1C(C2(N)N)(N)N)N)(N)N', '[O-]C(=O)C12C(N)C(N)(N)C(CC1(N)N)(CC2(N)N)C(=O)[O-]', '[O-]C(=O)C12CC(N)C(C(C1)(N)N)(C(C2N)(N)N)C(=O)[O-]']",3
hMOF-21953,Cc1cc(N=Nc2c(C)c(C)nc(c2C)C)cc(n1)C.[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C.[O-]C(=O)c1ccc(cc1C)N=Nc1ccc(c(c1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.256715,1.18964,2.04951,5.24302,7.27676,[Zn][Zn],"['Cc1cc(N=Nc2c(C)c(C)nc(c2C)C)cc(n1)C', '[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C', '[O-]C(=O)c1ccc(cc1C)N=Nc1ccc(c(c1C)C)C(=O)[O-]']",3
hMOF-27174,CCCc1cc2cc(CCC)c(cc2c2c1c1cc(ccc1c(c2CCC)CCC)C(=O)[O-])C(=O)[O-].CCCc1cc2ccncc2c2c1c1cnccc1c(c2)C[CH2].CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)CCC)CCC.[Zn][Zn] MOFid-v1.pcu.cat0,0.535842,2.08278,3.51782,8.18717,11.1295,[Zn][Zn],"['CCCc1cc2cc(CCC)c(cc2c2c1c1cc(ccc1c(c2CCC)CCC)C(=O)[O-])C(=O)[O-]', 'CCCc1cc2ccncc2c2c1c1cnccc1c(c2)C[CH2]', 'CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)CCC)CCC']",3
hMOF-5041982,Cc1cc2nc3c(C)cccc3nc2cc1C.[O-]C(=O)C12CC(C)C(C(C1)C)(C(C2)C)C(=O)[O-].[O-]C(=O)c1c2[C]=[C]C=Cc2c(c2c1c(C)cc(c2C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5041982,2.47103,3.45842,3.89377,4.53398,5.02916,[Zn][Zn],"['Cc1cc2nc3c(C)cccc3nc2cc1C', '[O-]C(=O)C12CC(C)C(C(C1)C)(C(C2)C)C(=O)[O-]', '[O-]C(=O)c1c2[C]=[C]C=Cc2c(c2c1c(C)cc(c2C)C)C(=O)[O-]']",3
hMOF-5035425,Nc1cc(N)c2c(c1)nc1c(n2)c(N)cc(c1N)N.Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)cc(c1N)N.[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5035425,0.419907,1.56782,2.27766,4.41457,6.37999,[Zn][Zn],"['Nc1cc(N)c2c(c1)nc1c(n2)c(N)cc(c1N)N', 'Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)cc(c1N)N', '[O-]C(=O)C#CC#CC(=O)[O-]']",3
hMOF-5041947,Nc1cc(N)c2c(c1)nc(cn2)N.Nc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N.[O-]C(=O)C12C(N)CC(CC1N)(C(C2N)(N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5041947,0.327968,1.32922,2.04025,3.95494,5.89946,[Zn][Zn],"['Nc1cc(N)c2c(c1)nc(cn2)N', 'Nc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N', '[O-]C(=O)C12C(N)CC(CC1N)(C(C2N)(N)N)C(=O)[O-]']",3
hMOF-23532,COc1cc2c(cc1C(=O)[O-])ccc(c2OC)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn].c1ncc2c(c1)cncc2 MOFid-v1.pcu.cat1,0.460411,1.58432,2.18505,3.34626,4.35511,[Zn][Zn],"['COc1cc2c(cc1C(=O)[O-])ccc(c2OC)C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', 'c1ncc2c(c1)cncc2']",3
hMOF-5057310,ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3C1=C(Cl)[C]=c1c3c(cc2)c2c3c1=[C]C(=C1c3c(cc2Cl)[C](N(C1=O)C1=CC(=C(C=[C]1)C(=O)[O-])Cl)OCl)Cl.ClO[C]1N(C2=[C]C=C([C]=C2)C(=O)[O-])C(=O)C2=C[C]=c3c4c2c1ccc4c1c(Cl)c(Cl)c2c4c1c3=[C]C=C4[C](N(C2=O)C1=[C]C=C([C]=C1)C(=O)[O-])OCl.ClO[C]1N(C2=[C]C=NC=C2)C(=O)[C]2C3=C1C=[C]c1c3c(C(=C2Cl)Cl)c2=C[C](C3=C(N(C(=C4C=[C]c1c2=C34)OCl)C1=[C]C=NC(=[C]1)Cl)OCl)Cl.[Zn][Zn] MOFid-v1.pcu.cat3;5057310,0.278275,1.23829,2.15241,6.85047,12.0451,[Zn][Zn],"['ClO[C]1N(C2=[C]C=C(C(=C2)Cl)C(=O)[O-])C(=O)c2c3C1=C(Cl)[C]=c1c3c(cc2)c2c3c1=[C]C(=C1c3c(cc2Cl)[C](N(C1=O)C1=CC(=C(C=[C]1)C(=O)[O-])Cl)OCl)Cl', 'ClO[C]1N(C2=[C]C=C([C]=C2)C(=O)[O-])C(=O)C2=C[C]=c3c4c2c1ccc4c1c(Cl)c(Cl)c2c4c1c3=[C]C=C4[C](N(C2=O)C1=[C]C=C([C]=C1)C(=O)[O-])OCl', 'ClO[C]1N(C2=[C]C=NC=C2)C(=O)[C]2C3=C1C=[C]c1c3c(C(=C2Cl)Cl)c2=C[C](C3=C(N(C(=C4C=[C]c1c2=C34)OCl)C1=[C]C=NC(=[C]1)Cl)OCl)Cl']",3
hMOF-25679,Oc1nccc(c1)C1=C(O)C(=[N]=C([C]1O)O)O.[O-]C(=O)C1=C(O)[C]=C(C(=C1O)O)c1ccc(c(c1O)O)C(=O)[O-].[O-]C(=O)c1cc2cc(O)c3c4c2c(c1)c(O)c(c4c(c(c3)C(=O)[O-])O)O.[Zn][Zn] MOFid-v1.pcu.cat1,0.372376,1.41506,2.50003,5.04454,6.63963,[Zn][Zn],"['Oc1nccc(c1)C1=C(O)C(=[N]=C([C]1O)O)O', '[O-]C(=O)C1=C(O)[C]=C(C(=C1O)O)c1ccc(c(c1O)O)C(=O)[O-]', '[O-]C(=O)c1cc2cc(O)c3c4c2c(c1)c(O)c(c4c(c(c3)C(=O)[O-])O)O']",3
hMOF-5040363,N#CC=C(C#N)N.[O-]C(=O)C1=[C]c2ccc3c4c2c(=C1)c(N)cc4cc(c3)C(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1N)ccc4cc(c3N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5040363,0.554779,1.65155,2.72544,5.23229,7.59779,[Zn][Zn],"['N#CC=C(C#N)N', '[O-]C(=O)C1=[C]c2ccc3c4c2c(=C1)c(N)cc4cc(c3)C(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1N)ccc4cc(c3N)C(=O)[O-]']",3
hMOF-5033743,ClC1=NC=CC(=[C]1)c1ccnc(c1)Cl.[O-]C(=O)C1=C[C]=C(C=C1)C1=[C]C=C(C=C1Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5033743,0.336099,1.69388,3.25135,6.61804,7.95158,[Zn][Zn],"['ClC1=NC=CC(=[C]1)c1ccnc(c1)Cl', '[O-]C(=O)C1=C[C]=C(C=C1)C1=[C]C=C(C=C1Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)Cl)C(=O)[O-]']",3
hMOF-24747,FC1C=Cc2c([CH]1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=C([C]=C1)F)F.Fc1ccc2c(c1)nc1c(n2)cccc1F.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.910709,2.03381,2.4793,3.2798,4.00121,[Zn][Zn],"['FC1C=Cc2c([CH]1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=C([C]=C1)F)F', 'Fc1ccc2c(c1)nc1c(n2)cccc1F', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-19262,Fc1cc(N=Nc2cc(F)ncc2F)cc(n1)F.Fc1cc(ccc1N=Nc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1F)F)N=Nc1c(F)cc(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat2,0.31424,1.27859,2.12258,4.47182,6.82884,[Zn][Zn],"['Fc1cc(N=Nc2cc(F)ncc2F)cc(n1)F', 'Fc1cc(ccc1N=Nc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1F)F)N=Nc1c(F)cc(c(c1F)F)C(=O)[O-]']",3
hMOF-5049972,[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[Zn][Zn].n1cc2ccc3c4c2c(c1)ccc4cnc3 MOFid-v1.pcu.cat1;5049972,0.254012,1.14021,2.07939,7.00097,10.658,[Zn][Zn],"['[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-]', 'n1cc2ccc3c4c2c(c1)ccc4cnc3']",3
hMOF-26224,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=CC(=O)[O-].CCCOC1=N[CH]c2c3C1=C[C]=C1c3c(c(c2)OC[CH2])C(=N[CH]1)OCCC.[Zn][Zn] MOFid-v1.pcu.cat0,1.72872,3.48151,3.83634,4.63586,5.80241,[Zn][Zn],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'CCCOC1=N[CH]c2c3C1=C[C]=C1c3c(c(c2)OC[CH2])C(=N[CH]1)OCCC']",3
hMOF-5045502,CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41OCC)C(=O)[O-])OCC.CCOC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].CCOc1cc2[CH]N=C(C3=[C]C(=C4c(c1C(=N[CH]4)OCC)c23)O[CH2])O[C].[Zn][Zn] MOFid-v1.pcu.cat0;5045502,0.485608,1.42298,2.17191,3.09512,4.00731,[Zn][Zn],"['CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41OCC)C(=O)[O-])OCC', 'CCOC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'CCOc1cc2[CH]N=C(C3=[C]C(=C4c(c1C(=N[CH]4)OCC)c23)O[CH2])O[C]']",3
hMOF-5044305,N#CC12CC(C)C(C(C1C)(C)C)(C(C2(C)C)C)C#N.[O-]C(=O)C#CC12CC(C)C(C(C1C)(C)C)(C(C2(C)C)(C)C)C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(C(C1)C)(C(C2C)C)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5044305,0.372059,1.34324,2.28765,5.60481,8.2234,[Zn][Zn],"['N#CC12CC(C)C(C(C1C)(C)C)(C(C2(C)C)C)C#N', '[O-]C(=O)C#CC12CC(C)C(C(C1C)(C)C)(C(C2(C)C)(C)C)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(C(C1)C)(C(C2C)C)C#CC(=O)[O-]']",3
hMOF-5047670,CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)CC)C#CC(=O)[O-])CC.CCc1c(CC)c(CC)c2c(c1CC)nc1c(n2)c(CC)c(cc1CC)CC.CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC.[Zn][Zn] MOFid-v1.pcu.cat0;5047670,1.75378,3.01072,3.57266,4.91743,5.96589,[Zn][Zn],"['CCC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)CC)C#CC(=O)[O-])CC', 'CCc1c(CC)c(CC)c2c(c1CC)nc1c(n2)c(CC)c(cc1CC)CC', 'CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC']",3
hMOF-5035851,CCc1cc(C(=O)[O-])c(cc1c1cc(CC)c(c(c1CC)CC)C(=O)[O-])CC.CCc1cc(ccc1c1ccc(c(c1CC)CC)C(=O)[O-])C(=O)[O-].N#CC#CC#N.[Zn][Zn] MOFid-v1.pcu.cat1;5035851,1.37128,3.35731,4.31381,6.52677,8.23733,[Zn][Zn],"['CCc1cc(C(=O)[O-])c(cc1c1cc(CC)c(c(c1CC)CC)C(=O)[O-])CC', 'CCc1cc(ccc1c1ccc(c(c1CC)CC)C(=O)[O-])C(=O)[O-]', 'N#CC#CC#N']",3
hMOF-22899,Cc1cc(C(=O)[O-])c(cc1c1cc(C)c(c(c1)C)C(=O)[O-])C.Cc1nccc(c1)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.606401,2.50494,3.47419,6.14134,8.11327,[Zn][Zn],"['Cc1cc(C(=O)[O-])c(cc1c1cc(C)c(c(c1)C)C(=O)[O-])C', 'Cc1nccc(c1)c1ccncc1', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']",3
hMOF-5047221,FC(=CC=C(C(=O)[O-])F)C(=O)[O-].N#CC12C3C4C1(F)C1(C2(C3(C41C#N)F)F)F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;5047221,0.341149,1.60861,2.53863,4.78758,6.22164,[Zn][Zn],"['FC(=CC=C(C(=O)[O-])F)C(=O)[O-]', 'N#CC12C3C4C1(F)C1(C2(C3(C41C#N)F)F)F', '[O-]C(=O)C=CC(=CC(=O)[O-])F']",3
hMOF-26930,COC1=Cc2c(OC)c(OC)c3c(c2[C]=C1C(=O)[O-])c([O])c(c1c3c(OC)c(cc1)C(=O)[O-])OC.COc1c(ccnc1OC)C#Cc1ccncc1OC.COc1cc(ccc1C#Cc1ccc(c(c1)OC)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.23274,1.10454,2.10636,5.48663,7.9008,[Zn][Zn],"['COC1=Cc2c(OC)c(OC)c3c(c2[C]=C1C(=O)[O-])c([O])c(c1c3c(OC)c(cc1)C(=O)[O-])OC', 'COc1c(ccnc1OC)C#Cc1ccncc1OC', 'COc1cc(ccc1C#Cc1ccc(c(c1)OC)C(=O)[O-])C(=O)[O-]']",3
hMOF-5042110,CCOC1CC2(CC(C1(C(=O)[O-])C(C2)OCC)OCC)C(=O)[O-].CCOc1cc2ccc3c(c2c(c1C(=O)[O-])O[CH2])ccc1c3cc(cc1OCC)C(=O)[O-].CCOc1cnc(c2c1ccc1c2cc(c2c1cncc2O[CH2])OCC)OCC.[Zn][Zn] MOFid-v1.pcu.cat0;5042110,0.469884,1.57457,2.43545,4.70989,5.79599,[Zn][Zn],"['CCOC1CC2(CC(C1(C(=O)[O-])C(C2)OCC)OCC)C(=O)[O-]', 'CCOc1cc2ccc3c(c2c(c1C(=O)[O-])O[CH2])ccc1c3cc(cc1OCC)C(=O)[O-]', 'CCOc1cnc(c2c1ccc1c2cc(c2c1cncc2O[CH2])OCC)OCC']",3
hMOF-5053927,ClO[C]1N(c2ccc(c(c2)Cl)C(=O)[O-])C(=O)c2c3c1cc(Cl)c1c3c(c(c2)Cl)[C](N(C1=O)C1=C[C]=C(C(=C1)Cl)C(=O)[O-])OCl.ClO[C]1N(c2ccc(c(c2)Cl)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)[C](N(C1=O)C1=CC=C([C]=[C]1)C(=O)[O-])OCl.N1=CC=C(C=[C]1)C1=[C][C]=N[C]=C1.[Zn][Zn] MOFid-v1.pcu.cat3;5053927,0.646936,1.79434,2.213,3.25409,3.71791,[Zn][Zn],"['ClO[C]1N(c2ccc(c(c2)Cl)C(=O)[O-])C(=O)c2c3c1cc(Cl)c1c3c(c(c2)Cl)[C](N(C1=O)C1=C[C]=C(C(=C1)Cl)C(=O)[O-])OCl', 'ClO[C]1N(c2ccc(c(c2)Cl)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)[C](N(C1=O)C1=CC=C([C]=[C]1)C(=O)[O-])OCl', 'N1=CC=C(C=[C]1)C1=[C][C]=N[C]=C1']",3
hMOF-5057468,ClOC(=O)c1cc(Cl)c(c2c1[C]=C(Cl)C(=[C]2)Cl)C(=O)OCl.Clc1cc2c(ccc(c2c(c1Cl)Cl)C(=O)[O-])C(=O)[O-].Clc1ccc2c(c1)nccn2.[Zn][Zn] MOFid-v1.pcu.cat0;5057468,0.514402,1.75162,2.24838,3.65185,4.54905,[Zn][Zn],"['ClOC(=O)c1cc(Cl)c(c2c1[C]=C(Cl)C(=[C]2)Cl)C(=O)OCl', 'Clc1cc2c(ccc(c2c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', 'Clc1ccc2c(c1)nccn2']",3
hMOF-23758,COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])ccc(c2OC)OC.[O-]C(=O)c1ccc(cc1)C(=O)[O-].COc1ccc2c(c1)nc(c(n2)OC)OC.[Zn][Zn] MOFid-v1.pcu.cat0,0.433429,1.80756,2.82027,5.17781,6.38824,[Zn][Zn],"['COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])ccc(c2OC)OC', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]', 'COc1ccc2c(c1)nc(c(n2)OC)OC']",3
hMOF-24958,Brc1nccc(c1)C1=[C]C=NC=C1.[O-]C(=O)C1=[C]C=C(C=[C]1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc2c(-c3cccc(c3C=[C]2)C(=O)[O-])c1.[Zn][Zn] MOFid-v1.pcu.cat1,0.598155,1.93698,2.95947,4.68331,5.55005,[Zn][Zn],"['Brc1nccc(c1)C1=[C]C=NC=C1', '[O-]C(=O)C1=[C]C=C(C=[C]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(-c3cccc(c3C=[C]2)C(=O)[O-])c1']",3
hMOF-5058184,Fc1cc(C(=O)[O-])c(cc1N1C(=O)C2=C[C]=c3c4c2c(C1=O)c(F)cc4c1c2c3[C]=C(F)C3=c2c(c(c1)F)C(=O)N(C3=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F.N#CC12C3(F)C4C1(F)C1(C2(C3(C41C#N)F)F)F.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F.[Zn][Zn] MOFid-v1.pcu.cat3;5058184,0.711841,1.63221,2.15065,2.59353,2.89446,[Zn][Zn],"['Fc1cc(C(=O)[O-])c(cc1N1C(=O)C2=C[C]=c3c4c2c(C1=O)c(F)cc4c1c2c3[C]=C(F)C3=c2c(c(c1)F)C(=O)N(C3=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F', 'N#CC12C3(F)C4C1(F)C1(C2(C3(C41C#N)F)F)F', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F']",3
