MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-6000600,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1cc(C)c2c(c1)c1=[C]C=C(C(=c1cc2)C(=O)[O-])C.[O].[V] MOFid-v1.rna.cat0;6000600,0.796309,2.25964,2.75161,5.03186,8.18326,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(C)c2c(c1)c1=[C]C=C(C(=c1cc2)C(=O)[O-])C', '[O]']",3
hMOF-6004015,NC(=Cc1ccc(cc1N)C(=O)[O-])c1ccc(cc1)C(=O)[O-].Nc1cc2c(C(=O)[O-])c3ccc(c(c3c(c2c(c1N)N)C(=O)[O-])N)N.[O].[V] MOFid-v1.rna.cat0;6004015,1.12049,2.19989,2.62391,4.50537,7.47191,[V],"['NC(=Cc1ccc(cc1N)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', 'Nc1cc2c(C(=O)[O-])c3ccc(c(c3c(c2c(c1N)N)C(=O)[O-])N)N', '[O]']",3
hMOF-6002598,[O-]C(=O)C#CC12CCC(C(C1)O)(C(C2O)O)C#CC(=O)[O-].[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2O)C(=O)[O-])O)O.[O].[V] MOFid-v1.rna.cat0;6002598,0.807374,1.55262,2.17241,4.03755,5.92063,[V],"['[O-]C(=O)C#CC12CCC(C(C1)O)(C(C2O)O)C#CC(=O)[O-]', '[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2O)C(=O)[O-])O)O', '[O]']",3
hMOF-1002648,Cc1c(C)cc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C.Cc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1C)C)C(=O)[O-])C.[O].[V] MOFid-v1.rna.cat0,1.93005,2.66602,2.91964,4.72287,6.79241,[V],"['Cc1c(C)cc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C', 'Cc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1C)C)C(=O)[O-])C', '[O]']",3
hMOF-6004916,BrO[C]1N(C2=CC=C(C(=[C]2)Br)C(=O)[O-])C(=O)C2=[C][C]=C3C4=C([C]=[C]C1=C24)C(=O)N(C3=O)C1=[C]C=C(C(=[C]1)Br)C(=O)[O-].[O-]C(=O)C=C(C(=O)[O-])Br.[O].[V] MOFid-v1.rna,0.310724,1.40002,2.43745,4.46236,5.4547,[V],"['BrO[C]1N(C2=CC=C(C(=[C]2)Br)C(=O)[O-])C(=O)C2=[C][C]=C3C4=C([C]=[C]C1=C24)C(=O)N(C3=O)C1=[C]C=C(C(=[C]1)Br)C(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])Br', '[O]']",3
hMOF-6000653,N#Cc1c(C(=O)[O-])c(C#N)c2c(c1C#N)ccc1c2ccc2c1c(C#N)c(cc2)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000653,0.551522,1.71303,2.28409,3.74885,6.22148,[V],"['N#Cc1c(C(=O)[O-])c(C#N)c2c(c1C#N)ccc1c2ccc2c1c(C#N)c(cc2)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",3
hMOF-6004080,Fc1cc(C(=O)[O-])c(cc1C=Cc1ccc(c(c1)F)C(=O)[O-])F.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004080,0.521727,1.87117,2.66155,4.6701,5.77003,[V],"['Fc1cc(C(=O)[O-])c(cc1C=Cc1ccc(c(c1)F)C(=O)[O-])F', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']",3
hMOF-6000292,CCc1cc(ccc1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000292,0.701014,1.99339,2.72361,4.96472,9.54249,[V],"['CCc1cc(ccc1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",3
hMOF-1002774,Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)cc(c1)O.[O-]C(=O)c1ccc2c(c1)ccc(c2O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.0299,2.24869,2.99117,4.61919,5.48587,[V],"['Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)cc(c1)O', '[O-]C(=O)c1ccc2c(c1)ccc(c2O)C(=O)[O-]', '[O]']",3
hMOF-1003145,Oc1cc(cc2-c3c(C=[C]c12)c1cc(C(=O)[O-])c(cc1cc3O)O)C(=O)[O-].[O-]C(=O)c1c(O)cc2c(-c3ccc4c(c3C=[C]2)c(O)c(cc4O)C(=O)[O-])c1O.[O].[V] MOFid-v1.rna.cat0,0.865597,2.85784,4.26152,6.82535,8.66424,[V],"['Oc1cc(cc2-c3c(C=[C]c12)c1cc(C(=O)[O-])c(cc1cc3O)O)C(=O)[O-]', '[O-]C(=O)c1c(O)cc2c(-c3ccc4c(c3C=[C]2)c(O)c(cc4O)C(=O)[O-])c1O', '[O]']",3
hMOF-1000988,[O-]C(=O)C=C(C(=O)[O-])C.[O-]C(=O)c1ccc(cc1C)C#Cc1ccc(c(c1C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.377019,1.43021,2.05469,4.34298,6.45904,[V],"['[O-]C(=O)C=C(C(=O)[O-])C', '[O-]C(=O)c1ccc(cc1C)C#Cc1ccc(c(c1C)C)C(=O)[O-]', '[O]']",3
hMOF-6005106,CCc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-].CCc1cc(C(=O)[O-])c(cc1N1[C]c2ccc3c4c2C(=C[C]=c4c2c4c3cc(CC)c3c4c(cc2)C(=O)N([C]3)c2cc(CC)c(c(c2CC)CC)C(=O)[O-])C1=O)CC.[O].[V] MOFid-v1.rna.cat0;6005106,2.26133,4.43951,5.19699,8.09519,11.4127,[V],"['CCc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(cc1N1[C]c2ccc3c4c2C(=C[C]=c4c2c4c3cc(CC)c3c4c(cc2)C(=O)N([C]3)c2cc(CC)c(c(c2CC)CC)C(=O)[O-])C1=O)CC', '[O]']",3
hMOF-1003082,[O-]C(=O)c1cc(Br)c2c(c1)c1cc(Br)c3c(c1cc2Br)cc(c(c3Br)Br)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.52953,1.75693,2.64787,4.64444,7.18696,[V],"['[O-]C(=O)c1cc(Br)c2c(c1)c1cc(Br)c3c(c1cc2Br)cc(c(c3Br)Br)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-]', '[O]']",3
hMOF-1000105,CCCC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])CCC.[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.65603,2.47392,2.86897,3.45559,4.5814,[V],"['CCCC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])CCC', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O]']",3
hMOF-1002638,Nc1cc2c(c(c1N)N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1N.[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.821528,1.78697,2.27434,4.06715,7.37022,[V],"['Nc1cc2c(c(c1N)N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1N', '[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-]', '[O]']",3
hMOF-6002630,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(C(C2)F)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6002630,0.361371,1.41941,2.52948,3.92692,5.11121,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(CC1)(C(C2)F)C#CC(=O)[O-]', '[O]']",3
hMOF-6002221,N=NC1C(N=N)C2(C(=O)[O-])C(CC1(CC2N=N)C(=O)[O-])N=N.N=Nc1c(cc2c3c1cc(N=N)c1c3c(c(c2)N=N)cc(c1N=N)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002221,0.674763,1.59616,2.08291,2.82608,3.30733,[V],"['N=NC1C(N=N)C2(C(=O)[O-])C(CC1(CC2N=N)C(=O)[O-])N=N', 'N=Nc1c(cc2c3c1cc(N=N)c1c3c(c(c2)N=N)cc(c1N=N)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-6004130,CCCC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(CCC)CCC)CCC)CCC.CCCc1cc(C(=O)[O-])c(cc1C=Cc1ccc(c(c1CCC)CCC)C(=O)[O-])CCC.[O].[V] MOFid-v1.rna.cat0;6004130,0.510233,1.8253,2.42848,3.15204,4.508,[V],"['CCCC1CC2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2(CCC)CCC)CCC)CCC', 'CCCc1cc(C(=O)[O-])c(cc1C=Cc1ccc(c(c1CCC)CCC)C(=O)[O-])CCC', '[O]']",3
hMOF-1003029,Cc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)c1c(C)c(C)c3c(c1cc2C)cc(cc3)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.650806,1.7853,2.42476,4.79657,10.2502,[V],"['Cc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1C)C)C(=O)[O-])C', '[O-]C(=O)c1ccc2c(c1)c1c(C)c(C)c3c(c1cc2C)cc(cc3)C(=O)[O-]', '[O]']",3
hMOF-6004943,ClO[C]1N(C2=[C]C=C(C=[C]2)C(=O)[O-])C(=c2c3=C1C(=C[C]1c3c(cc2Cl)C(=O)N(C1=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)OCl.[O-]C(=O)c1cc2cc(Cl)c(c(c2cc1Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004943,0.383144,1.39612,2.31349,5.27778,9.25902,[V],"['ClO[C]1N(C2=[C]C=C(C=[C]2)C(=O)[O-])C(=c2c3=C1C(=C[C]1c3c(cc2Cl)C(=O)N(C1=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)OCl', '[O-]C(=O)c1cc2cc(Cl)c(c(c2cc1Cl)Cl)C(=O)[O-]', '[O]']",3
hMOF-1002892,CCC1=Cc2c(CC)cc3c(c2[C]=C1C(=O)[O-])ccc1c3[C]=C(C=C1CC)C(=O)[O-].CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC.[O].[V] MOFid-v1.rna.cat0,3.30132,4.18589,4.50679,4.72729,4.92001,[V],"['CCC1=Cc2c(CC)cc3c(c2[C]=C1C(=O)[O-])ccc1c3[C]=C(C=C1CC)C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC', '[O]']",3
hMOF-6003048,COC12C3C4C2(C2(C1C3(C42OC)C(=O)[O-])OC)C(=O)[O-].COc1cc2c3cc(ccc3ccc2c(c1OC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003048,1.29707,2.40776,2.68827,3.34409,3.79286,[V],"['COC12C3C4C2(C2(C1C3(C42OC)C(=O)[O-])OC)C(=O)[O-]', 'COc1cc2c3cc(ccc3ccc2c(c1OC)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-6004044,[O-]C(=O)C1=[C]C(=C(C=[C]1)C=Cc1ccc(c(c1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc2c3c(Cl)cc4c(c3ccc2c(c1Cl)Cl)c(Cl)c(c(c4)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004044,0.607187,1.64707,2.31038,4.67763,7.86402,[V],"['[O-]C(=O)C1=[C]C(=C(C=[C]1)C=Cc1ccc(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc2c3c(Cl)cc4c(c3ccc2c(c1Cl)Cl)c(Cl)c(c(c4)Cl)C(=O)[O-]', '[O]']",3
hMOF-1001574,CCC(=CC(=C(C(=O)[O-])CC)CC)C(=O)[O-].CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC.[O].[V] MOFid-v1.rna.cat0,0.331396,1.48506,2.51273,4.49166,5.56054,[V],"['CCC(=CC(=C(C(=O)[O-])CC)CC)C(=O)[O-]', 'CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC', '[O]']",3
hMOF-1002934,ClC1=[C]c2ccc(c(c2C2=C1c1cc(C(=O)[O-])c(c(c1[C]=C2)Cl)Cl)Cl)C(=O)[O-].[O-]C(=O)C1=[C]C2=C3[C]=[C]C4=C(Cl)C(=C([C]=C4C3=C[C]=C2C=C1)C(=O)[O-])Cl.[O].[V] MOFid-v1.rna.cat0,2.98732,4.7722,5.62505,7.01357,7.63905,[V],"['ClC1=[C]c2ccc(c(c2C2=C1c1cc(C(=O)[O-])c(c(c1[C]=C2)Cl)Cl)Cl)C(=O)[O-]', '[O-]C(=O)C1=[C]C2=C3[C]=[C]C4=C(Cl)C(=C([C]=C4C3=C[C]=C2C=C1)C(=O)[O-])Cl', '[O]']",3
hMOF-6001838,CCOc1cc2cc3OCOc4c5c3c(c2cc1C(=O)[O-])ccc5c(c(c4C(=O)[O-])OCC)OCC.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001838,0.894608,1.92437,2.39274,3.6132,4.92456,[V],"['CCOc1cc2cc3OCOc4c5c3c(c2cc1C(=O)[O-])ccc5c(c(c4C(=O)[O-])OCC)OCC', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']",3
hMOF-1002529,COc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])c(OC)ccc2OC.[O].[V] MOFid-v1.rna.cat0,0.740283,1.71667,2.17142,4.02902,6.62764,[V],"['COc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', 'COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])c(OC)ccc2OC', '[O]']",3
hMOF-6005054,ClO[C]1N(C2=[C]C(=C(C(=C2)Cl)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2Cl)c2c3c1cc(Cl)c1c3c(c(c2)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-].Clc1c(C#Cc2cc(Cl)c(c(c2)Cl)C(=O)[O-])ccc(c1Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6005054,0.370587,1.32444,2.05182,4.47613,8.22028,[V],"['ClO[C]1N(C2=[C]C(=C(C(=C2)Cl)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2Cl)c2c3c1cc(Cl)c1c3c(c(c2)Cl)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-]', 'Clc1c(C#Cc2cc(Cl)c(c(c2)Cl)C(=O)[O-])ccc(c1Cl)C(=O)[O-]', '[O]']",3
hMOF-6004355,Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004355,0.287407,1.15071,2.05809,4.23217,6.10244,[V],"['Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1F)C(=O)[O-]', '[O]']",3
hMOF-6000594,CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(OCC)cc(c1)OCC.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000594,1.62082,2.27946,2.66084,2.90059,3.04897,[V],"['CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(OCC)cc(c1)OCC', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",3
hMOF-6000654,COc1cc2cc(OC)c3c(c2cc1C(=O)[O-])c(OC)c(c1c3cc(C(=O)[O-])c(c1)OC)OC.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000654,0.912017,2.01927,2.47834,3.57521,5.39397,[V],"['COc1cc2cc(OC)c3c(c2cc1C(=O)[O-])c(OC)c(c1c3cc(C(=O)[O-])c(c1)OC)OC', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",3
hMOF-6000596,CCCOc1cc(OCCC)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1OCCC.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000596,1.38708,1.71193,2.01684,2.36198,2.78299,[V],"['CCCOc1cc(OCCC)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1OCCC', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']",3
hMOF-1002996,COc1c(OC)c(cc2c1cc(OC)c1c2c(OC)c(c2c1cc(cc2OC)C(=O)[O-])OC)C(=O)[O-].COc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])OC)[O].[O].[V] MOFid-v1.rna.cat0,0.875278,2.07442,3.11358,4.77803,7.87482,[V],"['COc1c(OC)c(cc2c1cc(OC)c1c2c(OC)c(c2c1cc(cc2OC)C(=O)[O-])OC)C(=O)[O-]', 'COc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])OC)[O]', '[O]']",3
hMOF-1002716,Cc1c(C)c(C)c2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1C)C.[O-]C(=O)C=CC(=C(C(=O)[O-])C)C.[O].[V] MOFid-v1.rna.cat0,2.66652,3.00138,2.97241,3.23805,3.19816,[V],"['Cc1c(C)c(C)c2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1C)C', '[O-]C(=O)C=CC(=C(C(=O)[O-])C)C', '[O]']",3
hMOF-1002992,Nc1c(N)c(cc2c1cc(N)c1c2cc(c2c1cc(C(=O)[O-])c(c2N)N)N)C(=O)[O-].[O-]C(=O)C#Cc1cc(N)c(c(c1N)N)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.410171,1.56509,2.46024,5.14757,8.65383,[V],"['Nc1c(N)c(cc2c1cc(N)c1c2cc(c2c1cc(C(=O)[O-])c(c2N)N)N)C(=O)[O-]', '[O-]C(=O)C#Cc1cc(N)c(c(c1N)N)C#CC(=O)[O-]', '[O]']",3
hMOF-6005022,CCC1=CC2=c3ccc4=[C]N([C]=C5c4c3C(=C[C]5CC)C3=C(C(=C4C(=C1[C]N(C4=O)c1ccc(cc1CC)C(=O)[O-])[C]23)CC)CC)c1c(CC)c(CC)c(c(c1CC)CC)C(=O)[O-].CCc1c(ccc(c1CC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6005022,2.51547,4.00006,4.9434,6.2192,7.35118,[V],"['CCC1=CC2=c3ccc4=[C]N([C]=C5c4c3C(=C[C]5CC)C3=C(C(=C4C(=C1[C]N(C4=O)c1ccc(cc1CC)C(=O)[O-])[C]23)CC)CC)c1c(CC)c(CC)c(c(c1CC)CC)C(=O)[O-]', 'CCc1c(ccc(c1CC)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-6002616,[O-]C(=O)C#CC12C(C)C(C)(C)C(CC1(C)C)(CC2(C)C)C#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(C)cc3c(c1cc2)c(C)c(cc3C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002616,1.40901,2.33599,2.76773,4.25314,6.89597,[V],"['[O-]C(=O)C#CC12C(C)C(C)(C)C(CC1(C)C)(CC2(C)C)C#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(C)cc3c(c1cc2)c(C)c(cc3C)C(=O)[O-]', '[O]']",3
hMOF-1002548,Nc1cc(N)c2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])N)N.[O-]C(=O)C1=C(N)C(=C([NH2][NH2]1)C(=O)[O-])N.[O].[V] MOFid-v1.rna.cat0,1.01034,2.16907,2.43029,3.23696,3.88086,[V],"['Nc1cc(N)c2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])N)N', '[O-]C(=O)C1=C(N)C(=C([NH2][NH2]1)C(=O)[O-])N', '[O]']",3
hMOF-1002941,[O-]C(=O)c1cc(Br)c2c(c1)c1=C(Br)[C]=C3C(=c1cc2)[C]=C(C(=C3Br)Br)C(=O)[O-].[O-]C(=O)c1ccc2c(-c3ccc4c(c3[C]=[C]2)cc(cc4)C(=O)[O-])c1.[O].[V] MOFid-v1.rna.cat0,1.57079,3.08976,3.89355,5.4015,6.55613,[V],"['[O-]C(=O)c1cc(Br)c2c(c1)c1=C(Br)[C]=C3C(=c1cc2)[C]=C(C(=C3Br)Br)C(=O)[O-]', '[O-]C(=O)c1ccc2c(-c3ccc4c(c3[C]=[C]2)cc(cc4)C(=O)[O-])c1', '[O]']",3
hMOF-6004673,Fc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F)F.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004673,0.439229,1.65799,2.25508,3.89524,4.97129,[V],"['Fc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F)F', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']",3
hMOF-6002573,[O-]C(=O)C#CC12C(C)C(C)C(C(C1C)(C)C)(C(C2C)(C)C)C#CC(=O)[O-].[O-]C(=O)c1cc(C)c2c(c1C)ccc(c2C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002573,0.816381,1.71631,2.09386,4.46649,7.86562,[V],"['[O-]C(=O)C#CC12C(C)C(C)C(C(C1C)(C)C)(C(C2C)(C)C)C#CC(=O)[O-]', '[O-]C(=O)c1cc(C)c2c(c1C)ccc(c2C)C(=O)[O-]', '[O]']",3
hMOF-1003128,[O-]C(=O)c1ccc(c2c1c(N)ccc2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(N)c(N)c3c(c1cc2N)c(N)c(cc3)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.78316,3.74212,4.61717,6.083,6.95771,[V],"['[O-]C(=O)c1ccc(c2c1c(N)ccc2)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(N)c(N)c3c(c1cc2N)c(N)c(cc3)C(=O)[O-]', '[O]']",3
hMOF-1002719,[O-]C(=O)C=CC(=CC(=O)[O-])N.[O-]C(=O)c1c2ccccc2c(c2c1c(N)ccc2N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.49084,2.50931,2.74271,3.43733,4.34157,[V],"['[O-]C(=O)C=CC(=CC(=O)[O-])N', '[O-]C(=O)c1c2ccccc2c(c2c1c(N)ccc2N)C(=O)[O-]', '[O]']",3
hMOF-1002915,N#Cc1c2c(ccc3c2cc(cc3)C(=O)[O-])c2c(c1C#N)c(C#N)cc(c2)C(=O)[O-].N#Cc1cc(C(=O)[O-])c(cc1c1ccc(cc1C#N)C(=O)[O-])C#N.[O].[V] MOFid-v1.rna.cat0,0.485748,2.0979,2.9452,5.90099,9.42498,[V],"['N#Cc1c2c(ccc3c2cc(cc3)C(=O)[O-])c2c(c1C#N)c(C#N)cc(c2)C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(cc1c1ccc(cc1C#N)C(=O)[O-])C#N', '[O]']",3
hMOF-1003019,CCCOc1cc(C(=O)[O-])c(c2c1c(OCCC)c(OCCC)c1c2cc(c2c1cc(cc2)C(=O)[O-])OCCC)OCCC.CCCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1O[CH2])C(=O)[O-])OCCC.[O].[V] MOFid-v1.rna.cat0,1.05063,2.02734,2.73399,4.79382,6.60271,[V],"['CCCOc1cc(C(=O)[O-])c(c2c1c(OCCC)c(OCCC)c1c2cc(c2c1cc(cc2)C(=O)[O-])OCCC)OCCC', 'CCCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1O[CH2])C(=O)[O-])OCCC', '[O]']",3
hMOF-6001984,CCCC1CC2(C(=O)[O-])C(CC1(CC2CCC)C(=O)[O-])CCC.CCCc1cc(ccc1C(=O)[O-])c1ccc(c(c1CCC)CCC)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001984,0.468085,1.74609,2.43933,3.59852,4.23661,[V],"['CCCC1CC2(C(=O)[O-])C(CC1(CC2CCC)C(=O)[O-])CCC', 'CCCc1cc(ccc1C(=O)[O-])c1ccc(c(c1CCC)CCC)C(=O)[O-]', '[O]']",3
hMOF-6001811,N=Nc1cc2[N][NH]3OC3(c3c2c(c1)c(C(=O)[O-])c1c3cc(cc1N=N)N=N)[O].[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001811,0.769662,1.80338,2.55965,4.17373,5.6357,[V],"['N=Nc1cc2[N][NH]3OC3(c3c2c(c1)c(C(=O)[O-])c1c3cc(cc1N=N)N=N)[O]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']",3
hMOF-1002530,[O-]C(=O)C1=[C]C=C(C=C1)C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c2c1C(=CC=[C]2)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.51347,1.56773,2.12898,4.26238,7.61963,[V],"['[O-]C(=O)C1=[C]C=C(C=C1)C#Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C(=CC=[C]2)Cl)C(=O)[O-]', '[O]']",3
hMOF-6001797,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001797,1.36212,2.54252,3.11853,4.52831,5.97461,[V],"['Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']",3
hMOF-1002937,ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2Cl)cc(cc3Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.874093,2.14279,3.25816,5.06433,6.2963,[V],"['ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2Cl)cc(cc3Cl)C(=O)[O-]', '[O]']",3
